Federal_unit,Gender,Age,Color,Income,Years_of_study
11,2,33,8,1500,12
11,4,47,2,400,16
11,2,41,8,1000,13
11,2,76,2,3000,05
11,2,54,2,4500,12
11,2,57,8,1500,06
11,4,44,2,788,15
11,2,65,6,7500,16
11,2,43,8,3000,12
11,2,41,8,1200,05
11,2,44,8,3000,11
11,2,49,2,1200,03
11,2,50,8,788,05
11,2,40,8,6000,06
11,4,30,6,1000,09
11,2,36,8,800,01
11,2,30,4,1100,09
11,4,39,8,788,08
11,2,43,2,1300,12
11,2,47,8,3000,12
11,2,43,2,4000,12
11,2,34,8,788,12
11,4,46,2,800,12
11,2,26,2,1200,17
11,4,30,4,3000,14
11,4,52,2,4000,16
11,2,25,8,1500,12
11,2,35,4,1300,09
11,2,44,4,788,16
11,4,30,8,360,05
11,2,20,4,1000,11
11,2,34,2,1070,04
11,2,40,2,850,14
11,2,51,2,800,01
11,2,34,2,788,09
11,2,32,8,1000,12
11,2,41,4,3000,13
11,2,43,8,1200,13
11,2,41,2,1200,05
11,2,26,8,1200,12
11,2,54,4,850,03
11,2,34,2,800,08
11,2,42,8,1000,01
11,2,37,8,850,06
11,2,41,2,800,05
11,2,36,2,300,07
11,2,43,8,1782,04
11,2,37,8,1500,10
11,2,58,4,600,01
11,2,54,4,400,01
11,2,27,8,1600,08
11,2,34,8,1300,04
11,2,30,2,800,12
11,2,39,2,1500,05
11,2,31,2,1500,16
11,2,50,8,700,02
11,2,53,8,1350,05
11,4,34,2,2205,16
11,2,49,2,1000,16
11,2,30,4,520,12
11,2,61,2,2000,05
11,2,55,8,800,01
11,2,35,8,450,05
11,2,41,8,500,04
11,2,50,8,800,03
11,2,45,2,800,16
11,2,27,8,1000,12
11,2,54,4,788,04
11,2,46,4,1300,16
11,2,50,8,2000,08
11,2,36,8,1000,06
11,2,35,8,3000,12
11,2,50,2,700,01
11,2,49,8,1000,06
11,2,45,8,700,09
11,2,41,2,1000,09
11,2,48,2,1260,07
11,2,33,8,700,03
11,4,41,8,800,12
11,4,34,2,2100,12
11,2,58,8,4500,16
11,4,53,8,1200,16
11,4,53,8,1200,09
11,2,47,2,4800,12
11,2,67,2,788,02
11,4,52,8,950,05
11,2,33,2,1578,12
11,2,62,2,600,04
11,2,23,2,788,06
11,2,38,2,3000,04
11,2,47,2,900,07
11,2,28,4,788,08
11,2,36,4,750,07
11,2,45,2,900,09
11,2,35,4,500,06
11,2,48,4,600,02
11,2,37,8,800,04
11,2,42,2,1000,06
11,2,59,8,300,02
11,2,51,2,800,04
11,2,32,4,400,04
11,2,49,2,788,12
11,2,37,2,500,07
11,2,24,2,1500,10
11,2,55,8,1000,09
11,2,37,2,1100,04
11,2,26,2,1000,12
11,4,26,2,788,12
11,2,43,8,900,04
11,2,40,4,1500,05
11,2,34,2,250,03
11,4,26,8,300,12
11,2,34,2,200,03
11,2,28,4,1200,06
11,2,54,8,1500,05
11,2,36,8,800,12
11,2,41,8,1000,12
11,4,46,2,400,09
11,2,37,8,1000,12
11,2,36,8,1200,12
11,2,33,2,5000,08
11,2,60,2,788,01
11,4,53,2,300,05
11,4,38,8,500,17
11,2,48,8,800,01
11,2,28,6,7000,16
11,2,76,8,2500,03
11,2,44,8,500,03
11,4,36,8,788,12
11,2,37,2,4200,15
11,2,40,8,2000,12
11,4,38,8,788,09
11,2,26,8,1200,07
11,2,25,8,1100,12
11,2,68,8,1200,01
11,2,50,8,1000,01
11,2,27,2,500,08
11,2,36,2,500,05
11,2,57,8,300,01
11,4,40,8,500,12
11,2,58,8,800,05
11,4,28,2,1400,16
11,2,26,2,500,05
11,2,84,8,1500,09
11,2,56,8,1000,06
11,2,33,8,900,04
11,2,40,4,1100,09
11,2,42,2,400,05
11,2,38,8,1050,12
11,2,36,8,788,12
11,2,32,2,600,03
11,2,45,8,2000,05
11,2,26,8,788,05
11,2,49,8,1350,13
11,2,53,2,1600,01
11,4,49,2,400,14
11,2,47,8,400,16
11,2,53,2,2700,16
11,2,50,2,800,02
11,4,21,8,300,09
11,4,57,2,1200,12
11,2,48,8,950,05
11,4,37,2,830,05
11,2,75,2,200,01
11,2,41,8,990,16
11,4,48,2,400,12
11,2,32,8,1500,12
11,2,20,2,350,12
11,4,31,8,200,12
11,2,21,8,1500,12
11,2,41,2,1000,05
11,4,26,4,2300,16
11,2,57,8,650,01
11,2,45,2,10000,09
11,2,45,2,2000,09
11,2,47,8,2500,12
11,2,36,2,3450,04
11,2,56,8,400,04
11,2,49,8,2500,09
11,2,35,2,6000,09
11,2,37,8,1800,09
11,2,33,2,1500,09
11,2,28,2,600,12
11,2,31,8,500,12
11,2,49,2,10000,09
11,2,28,8,700,09
11,4,38,8,815,12
11,2,71,2,1500,09
11,2,29,8,2500,12
11,2,38,2,1500,05
11,2,44,8,2500,03
11,2,38,4,1200,07
11,2,56,2,1500,05
11,2,77,2,3000,03
11,2,42,2,1300,06
11,2,33,2,1000,05
11,2,63,2,2000,05
11,2,34,8,500,05
11,2,56,2,1200,05
11,2,78,2,800,01
11,2,29,8,3000,08
11,2,42,8,1000,06
11,4,61,8,200,01
11,2,29,2,1500,12
11,2,40,8,800,09
11,2,31,8,500,08
11,2,59,8,2000,05
11,2,55,8,1800,02
11,2,41,2,1500,07
11,2,59,8,600,03
11,2,49,2,1500,12
11,2,65,8,1200,03
11,2,20,8,788,05
11,2,35,8,1300,09
11,2,39,8,2000,03
11,2,31,8,2000,09
11,2,39,8,2300,13
11,2,50,8,5000,04
11,2,22,8,1000,12
11,2,57,2,600,05
11,2,48,8,1200,02
11,2,57,2,1500,03
11,4,60,8,2200,16
11,2,31,8,1400,12
11,2,43,8,1500,03
11,2,48,8,1200,07
11,2,42,8,788,04
11,2,36,8,950,02
11,2,48,2,2600,08
11,2,37,8,788,06
11,2,48,8,788,08
11,2,61,8,500,02
11,2,31,2,400,12
11,2,52,8,950,06
11,2,79,2,2500,01
11,2,54,8,1500,06
11,4,22,8,300,09
11,2,40,8,1000,05
11,2,32,2,750,06
11,2,30,4,2700,12
11,4,20,4,600,05
11,2,33,8,1500,03
11,2,31,8,1170,04
11,4,27,8,1100,12
11,2,51,8,1200,04
11,2,45,8,1300,09
11,2,32,2,3800,12
11,4,37,8,2500,08
11,2,50,4,1500,01
11,2,52,2,5000,05
11,4,51,8,400,03
11,2,27,8,1500,12
11,2,30,2,1600,06
11,2,39,2,1300,07
11,4,34,8,780,12
11,2,28,8,1000,02
11,2,55,2,1800,05
11,2,53,2,785,03
11,2,25,4,1075,11
11,2,27,4,700,03
11,2,39,8,450,01
11,2,15,4,400,06
11,2,41,2,7000,11
11,2,50,8,4000,12
11,2,38,2,9800,16
11,4,40,8,980,10
11,2,34,2,8000,12
11,2,41,8,2000,12
11,2,54,8,3470,09
11,2,24,8,1000,09
11,2,41,2,10000,06
11,4,34,8,500,06
11,2,30,4,1000,08
11,2,46,2,500,10
11,2,51,2,840,05
11,2,49,8,300,01
11,2,31,8,2000,09
11,4,35,2,788,09
11,2,25,2,1200,11
11,2,31,8,1224,12
11,2,35,8,900,09
11,2,31,8,1580,12
11,2,27,8,800,03
11,2,33,8,500,12
11,4,41,8,400,05
11,2,31,4,500,06
11,2,37,2,1300,09
11,2,40,2,600,05
11,2,26,4,700,06
11,2,28,4,1500,12
11,2,56,8,500,05
11,2,20,8,1500,09
11,2,27,4,1200,06
11,2,50,8,200,05
11,4,51,8,150,05
11,2,43,8,450,16
11,2,60,2,5000,05
11,2,43,8,600,11
11,2,49,2,3000,09
11,2,58,8,2000,04
11,4,35,8,800,05
11,4,39,8,2000,05
11,2,34,8,1000,06
11,2,51,6,800,05
11,2,42,8,350,05
11,2,46,8,788,01
11,2,40,8,788,05
11,2,56,2,250,04
11,2,54,8,600,05
11,2,43,8,350,03
11,2,37,2,2000,12
11,2,59,8,2500,02
11,2,46,2,300,09
11,2,38,2,1800,16
11,2,28,4,1180,09
11,2,59,2,1100,12
11,4,52,8,788,16
11,2,27,2,3000,16
11,2,52,2,4500,16
11,2,45,8,788,15
11,2,29,4,1500,06
11,2,32,2,1200,12
11,4,53,8,560,05
11,2,42,8,390,04
11,2,25,8,1800,06
11,2,49,8,1000,09
11,4,44,2,1017,16
11,2,40,8,788,12
11,2,60,8,1100,07
11,2,33,8,1300,12
11,2,30,8,600,04
11,2,36,8,700,09
11,2,33,8,400,03
11,2,45,8,500,12
11,2,44,8,500,05
11,2,38,8,650,02
11,2,53,8,440,02
11,2,67,2,250,04
11,2,25,2,1200,09
11,2,52,4,788,01
11,2,51,8,500,03
11,2,26,8,1300,11
11,4,39,8,788,12
11,4,43,8,850,16
11,2,46,8,700,04
11,2,42,2,1500,06
11,2,46,2,600,16
11,2,65,8,900,01
11,2,68,2,700,02
11,2,37,2,700,07
11,2,46,2,300,01
11,2,45,2,1000,11
11,2,34,8,800,05
11,2,22,2,2500,14
11,2,41,8,1200,05
11,2,56,8,800,01
11,2,48,2,500,09
11,2,40,8,1300,06
11,2,43,8,900,05
11,2,50,2,800,11
11,2,28,4,3000,16
11,2,31,2,4000,12
11,2,46,4,1275,12
11,2,53,2,2200,05
11,4,67,2,1900,03
11,2,29,8,1800,14
11,2,44,8,5000,12
11,4,61,2,1200,12
12,2,28,2,1500,12
12,2,54,8,788,01
12,2,42,8,1000,09
12,2,31,2,788,09
12,2,33,4,2000,12
12,2,50,2,5000,12
12,2,48,8,4500,12
12,2,30,8,1500,12
12,2,55,8,500,02
12,2,50,4,970,04
12,2,45,8,3000,05
12,2,35,8,1000,09
12,2,34,2,5200,16
12,2,39,2,800,12
12,4,36,8,1800,12
12,4,39,2,500,10
12,2,50,8,1100,09
12,2,32,8,1000,04
12,2,25,8,750,04
12,4,43,8,1000,12
12,2,27,8,1200,09
12,2,45,2,1500,07
12,2,57,8,200,01
12,2,35,8,500,02
12,2,29,8,450,08
12,2,32,2,2500,05
12,2,55,8,800,02
12,2,50,8,300,04
12,2,41,8,700,09
12,2,56,8,1208,04
12,2,56,2,1100,02
12,2,38,2,2000,12
12,2,47,2,2300,16
12,2,46,8,800,06
12,2,26,8,300,09
12,2,34,2,600,06
12,2,47,8,8500,09
12,2,27,2,1450,12
12,2,26,8,780,12
12,2,21,8,1000,09
12,2,42,8,1000,05
12,2,52,2,30000,10
12,4,40,2,788,12
12,4,45,8,788,05
12,2,43,8,1500,12
12,2,49,2,1200,12
12,2,49,2,300,05
12,2,22,8,1300,12
12,2,63,4,2000,01
12,4,51,8,766,03
12,2,27,2,2500,12
12,4,29,8,400,11
12,2,35,8,900,12
12,2,41,8,3500,16
12,2,42,2,16000,16
12,2,41,8,8000,16
12,4,42,4,2500,12
12,2,37,8,3000,05
12,4,28,8,500,09
12,2,33,8,250,05
12,2,30,4,4000,14
12,2,43,8,2000,01
12,4,40,8,500,01
12,2,48,8,788,16
12,2,51,2,788,01
12,4,46,8,1200,12
12,4,54,2,1500,12
12,2,35,8,700,17
12,2,56,8,700,05
12,4,55,8,788,04
12,2,32,8,700,09
12,2,35,8,3700,12
12,4,36,8,2500,13
12,4,28,8,200,10
12,2,27,8,2000,11
12,2,23,8,930,13
12,2,32,8,1500,04
12,4,52,8,500,09
12,2,33,2,1100,12
12,2,45,8,400,11
12,4,32,8,3200,16
12,4,26,8,400,06
12,2,43,8,1576,11
12,2,42,8,500,01
12,2,49,8,1200,16
12,2,32,8,2000,17
12,4,37,2,2200,16
12,2,54,8,280,09
12,4,23,8,1576,16
12,2,23,8,788,04
12,2,28,8,200,11
12,4,52,8,150,08
12,4,53,8,788,03
12,4,33,8,1100,12
12,2,37,8,700,09
12,4,33,2,200,12
12,2,69,8,788,01
12,4,57,8,788,06
12,4,42,8,788,05
12,4,37,8,840,12
12,2,54,8,700,01
12,2,28,8,788,12
12,2,37,8,560,08
12,2,43,8,1000,12
12,2,32,8,1000,05
12,2,30,8,800,05
12,2,58,8,600,01
12,4,54,8,788,04
12,4,31,8,788,08
12,2,20,8,788,11
12,2,21,8,1040,11
12,2,29,8,1500,09
12,2,56,8,1000,05
12,2,49,2,1500,02
12,2,56,2,1500,12
12,2,41,8,1000,12
12,2,21,8,788,15
12,2,35,8,2000,16
12,2,44,2,3200,13
12,2,30,2,1000,12
12,2,49,2,3000,06
12,2,31,8,1400,12
12,4,31,8,788,14
12,2,55,2,800,04
12,2,60,8,1000,04
12,2,45,8,1050,06
12,2,40,8,700,05
12,2,56,8,3000,04
12,2,31,8,400,05
12,2,39,8,1400,09
12,2,39,8,1550,09
12,2,52,8,300,01
12,2,34,2,250,08
12,2,59,8,200,01
12,2,32,8,3000,12
12,2,56,8,3000,16
12,2,32,8,800,06
12,2,63,8,280,01
12,2,21,8,1000,12
12,2,48,8,300,09
12,2,66,8,300,04
12,2,40,8,1200,01
12,2,46,2,1200,12
12,2,44,8,400,12
12,2,36,8,380,05
12,2,35,8,300,05
12,2,59,8,250,03
12,2,55,8,280,02
12,2,39,2,700,16
12,2,24,2,300,04
12,2,22,8,300,10
12,4,39,2,1200,12
12,4,42,8,150,07
12,4,43,8,2300,16
12,2,56,8,1000,09
12,2,48,8,1200,12
12,2,47,8,600,01
12,2,28,8,300,05
12,2,62,8,350,05
12,4,25,8,300,05
12,4,57,8,100,01
12,2,40,2,150,01
12,2,51,8,500,01
12,2,50,8,200,01
12,2,40,8,400,06
12,2,47,2,788,10
12,2,54,2,830,01
12,2,48,8,2500,13
12,2,28,8,3100,12
12,4,43,8,2100,16
12,2,40,8,300,09
12,2,65,8,3000,01
12,2,20,2,788,12
12,4,29,8,1000,04
12,2,33,8,4000,12
12,2,58,4,700,01
12,2,37,4,1200,09
12,4,44,8,1800,16
12,4,37,8,1500,16
12,2,45,8,1500,01
12,4,43,2,3700,16
12,2,28,8,788,08
12,2,47,8,788,16
12,2,40,8,1500,04
12,2,46,8,300,04
12,2,41,8,160,01
12,2,38,4,900,07
12,2,40,8,250,01
12,2,39,8,200,05
12,2,45,8,200,05
12,2,42,8,788,09
12,2,35,8,140,11
12,4,32,8,2125,16
12,4,40,8,300,01
12,4,24,8,800,14
12,4,33,8,200,01
12,2,34,2,1000,09
12,2,42,8,788,01
12,4,28,8,200,01
12,4,30,2,788,09
12,2,30,8,788,12
12,2,40,8,900,01
12,4,39,8,900,12
12,4,54,8,300,05
12,4,32,8,900,12
12,2,45,8,300,01
12,2,30,8,200,01
12,2,73,8,240,01
12,2,70,8,120,01
12,2,57,8,280,01
12,2,40,8,180,01
12,2,44,8,6000,16
12,2,40,8,400,12
12,2,43,8,800,02
12,2,35,8,500,01
12,2,58,8,1500,11
12,2,29,8,1000,12
12,4,48,8,1300,16
12,2,53,2,700,01
12,2,57,2,3500,11
12,2,26,8,788,12
12,4,34,2,788,12
12,4,42,8,350,05
12,4,51,8,450,05
12,2,67,8,1200,05
12,2,26,8,1576,12
12,2,58,8,120,01
12,2,19,2,788,12
12,2,65,2,1500,01
12,2,61,8,700,03
12,2,34,8,300,09
12,2,70,8,100,01
12,2,22,4,700,12
12,2,25,8,1000,05
12,4,46,8,2500,16
12,2,50,8,800,01
12,2,95,8,500,09
12,2,72,0,300,01
12,2,51,4,1600,05
12,4,50,4,200,01
12,2,26,4,800,07
12,2,57,2,3000,04
12,2,33,8,3200,16
12,2,41,8,788,06
12,4,44,8,2115,13
12,4,41,2,800,12
12,2,44,4,800,12
12,2,37,8,800,09
12,4,38,4,340,12
12,2,33,8,1200,12
12,4,47,8,1600,16
12,2,22,8,788,06
12,2,22,4,500,11
12,2,50,2,1100,01
12,2,31,4,600,16
12,2,38,8,1180,12
12,2,49,8,2800,16
12,4,54,2,2500,12
12,2,43,8,1500,08
12,2,43,8,600,11
12,4,56,8,5000,13
12,4,63,8,1700,09
12,2,43,8,1100,08
12,2,55,8,8000,16
12,4,42,2,6000,16
12,2,59,2,3000,12
12,2,22,8,200,10
12,2,48,8,1500,12
12,2,30,8,1500,15
12,4,41,4,788,09
12,4,18,8,500,10
12,2,31,2,2500,12
12,2,25,8,1300,01
12,2,37,2,1253,14
12,2,60,8,300,08
12,4,40,8,200,01
12,4,43,2,550,12
12,2,35,4,3600,16
12,4,45,8,2000,16
12,2,18,8,1000,12
12,2,36,8,1000,09
12,2,48,2,2000,01
12,2,28,2,1600,16
12,2,52,8,800,01
12,4,47,2,300,09
12,2,46,4,724,01
12,2,47,8,700,06
12,2,24,8,1400,12
12,2,45,4,2800,08
12,2,56,8,850,05
12,4,36,8,788,12
12,2,37,8,1425,06
12,4,40,4,800,16
12,2,37,2,4800,16
12,2,43,8,5000,16
12,2,34,8,5000,16
12,4,46,8,788,12
12,2,29,8,5400,16
12,2,25,8,940,12
12,2,56,8,788,09
12,4,30,2,788,13
12,4,27,2,1100,14
12,2,37,4,800,16
12,2,50,8,2000,09
12,2,61,2,1800,05
12,4,56,8,1500,12
12,2,50,2,20000,16
12,2,37,8,1500,12
12,4,24,2,2100,16
12,2,39,2,2000,16
12,2,73,2,3000,02
12,4,47,8,2000,11
12,2,48,8,788,12
12,2,30,2,1200,12
12,2,36,8,1000,12
12,2,29,2,1000,12
12,2,38,8,2500,08
12,2,53,8,930,04
12,4,41,8,900,16
12,2,66,2,1200,08
12,4,58,8,1000,01
12,2,31,2,1200,17
12,2,30,8,2500,12
12,2,61,8,2000,01
12,4,30,8,600,09
12,2,35,8,2000,16
12,4,22,2,788,12
12,2,41,8,900,12
12,2,42,8,3500,16
12,2,50,8,2000,03
12,2,59,8,2000,06
12,2,37,8,800,09
12,2,50,8,1500,08
12,2,38,8,1000,09
12,2,23,2,2000,12
12,4,49,8,3200,16
12,4,43,8,788,11
12,2,37,8,1200,07
12,4,34,8,788,12
12,2,32,8,3100,15
12,4,37,2,2000,06
12,2,58,8,1500,05
12,2,41,8,6000,16
12,4,31,8,650,12
12,4,48,2,6000,16
12,2,43,2,6800,16
12,2,35,8,1600,12
12,2,55,8,3500,12
12,2,33,2,1500,12
12,4,58,8,1000,12
12,4,42,8,2000,16
12,2,36,2,3200,16
12,2,25,8,300,03
12,2,37,8,788,12
12,2,50,8,2000,09
12,2,33,8,500,02
12,4,45,8,900,12
12,4,29,8,100,06
12,2,25,8,900,12
12,2,47,8,1200,09
12,2,35,8,788,01
12,2,51,8,1000,05
12,4,36,2,1200,12
12,2,31,8,2800,12
12,2,30,8,1000,12
12,4,52,8,788,04
12,4,40,8,2400,16
12,4,40,2,1500,09
12,2,31,8,1400,12
12,2,37,8,1370,11
12,2,60,8,788,09
12,4,38,2,788,09
12,2,32,4,3200,13
12,2,43,8,9000,16
12,2,49,8,940,09
12,4,70,4,600,01
12,2,35,8,1576,16
12,2,48,8,5000,08
12,2,73,8,1500,12
12,2,32,8,1108,10
12,2,32,8,900,12
12,2,30,8,2500,12
12,2,43,2,3500,16
12,4,21,8,788,11
12,4,28,8,3000,13
12,4,70,8,200,09
12,2,48,8,4000,12
12,4,45,8,6400,16
12,4,71,2,15000,16
12,2,34,8,30000,16
12,2,22,2,2000,16
12,2,49,8,3500,16
12,2,51,8,5000,16
12,2,18,8,1200,12
12,2,55,2,20000,12
12,4,40,2,800,13
12,2,45,2,1500,16
12,2,61,2,1800,01
12,2,21,8,200,09
12,2,22,8,788,12
12,4,31,8,100,10
12,2,39,8,788,06
12,4,36,8,820,01
12,4,31,4,800,12
12,2,32,4,600,05
12,2,51,8,4800,12
12,2,20,8,300,10
12,4,31,4,1200,12
12,2,25,2,700,05
12,4,38,8,1000,12
12,4,22,2,788,12
12,4,60,8,900,12
12,2,52,8,1200,16
12,2,37,8,900,06
12,2,48,8,1300,16
12,2,37,8,849,14
12,2,56,8,500,03
12,2,55,2,788,01
12,4,36,8,789,12
12,2,31,8,2300,14
12,2,39,8,2300,11
12,2,23,8,1000,12
12,2,47,8,722,12
12,2,43,2,4000,06
12,2,48,8,780,01
12,2,36,8,1500,06
12,2,44,4,788,11
12,2,33,8,788,09
12,2,34,8,1200,12
12,2,48,8,2200,01
12,2,41,8,1060,12
12,4,45,8,1200,12
12,2,43,8,1000,09
12,2,52,8,1200,08
12,2,75,8,788,01
12,2,54,2,3200,12
12,2,62,8,1000,12
12,4,44,2,1500,16
12,2,26,8,4500,13
12,2,43,8,5000,15
12,2,67,8,3000,05
12,2,53,8,7000,12
12,4,55,8,600,12
12,2,48,8,5000,11
12,4,43,8,2100,16
12,2,44,8,1200,05
12,2,44,8,4000,13
12,2,30,2,3000,16
12,2,59,8,900,01
12,2,48,8,2500,12
12,2,59,4,2500,16
12,4,43,8,2400,16
12,4,39,2,395,09
12,2,82,2,3000,01
12,4,25,8,788,15
12,4,39,8,1200,16
12,4,42,8,1500,12
12,2,41,8,1200,12
12,2,31,2,7000,16
12,2,29,4,3500,13
12,2,57,6,5000,16
12,2,21,4,1035,12
12,4,50,8,3000,12
12,4,48,8,788,12
12,2,27,8,4000,16
12,4,32,8,2000,09
12,2,38,2,8000,12
12,2,27,8,788,15
12,2,32,8,3000,12
12,4,40,8,880,14
12,2,40,8,788,12
12,4,22,8,600,13
12,2,46,2,4000,01
12,2,20,8,1000,12
12,2,50,2,3000,01
12,2,45,8,6000,12
12,4,63,2,1000,12
12,2,29,8,4000,16
12,2,29,4,700,09
12,2,58,8,1500,05
12,2,26,2,2500,16
12,2,46,8,3000,16
12,2,47,8,3000,10
12,4,46,8,1500,12
12,2,20,8,4000,13
12,2,47,8,4000,12
12,2,58,2,2200,08
12,2,35,8,788,01
12,2,36,8,900,12
12,2,25,2,1800,12
12,4,36,2,788,09
12,2,33,4,2500,12
12,2,51,2,6000,07
12,4,40,2,1900,16
12,2,33,8,2900,12
12,4,37,8,850,09
12,4,44,8,2000,12
12,2,38,2,1200,16
12,2,38,8,800,01
12,2,49,4,788,05
12,2,42,4,1000,12
12,2,33,8,1000,06
12,4,31,8,788,08
12,2,42,4,750,02
12,2,64,2,900,05
12,2,24,2,788,12
12,2,42,8,788,05
12,2,31,8,788,12
12,2,45,8,788,06
12,2,32,8,1500,12
12,2,59,8,1200,06
12,2,62,8,1200,12
12,2,39,8,788,09
12,4,47,4,788,13
12,2,38,8,835,12
12,2,30,8,2280,12
12,2,45,2,940,12
12,2,53,8,1500,08
12,4,46,2,3000,16
12,2,53,8,2500,16
12,2,38,8,16000,16
12,2,46,8,1400,12
12,2,24,8,400,09
12,2,47,8,500,12
12,2,50,2,1500,01
12,4,29,8,788,12
12,4,35,4,500,05
12,2,57,4,1600,05
12,2,39,8,800,12
12,4,46,4,1500,12
12,2,45,8,788,01
12,2,30,2,1000,09
12,2,38,8,3000,12
12,2,52,2,788,05
12,4,46,8,1150,09
12,2,27,8,788,12
12,4,42,8,3000,16
12,2,54,2,1300,12
12,2,56,8,4000,09
12,4,47,8,1200,12
12,2,37,2,2500,09
12,2,30,4,2000,09
12,2,52,8,800,03
12,2,31,4,1200,12
12,4,41,8,1500,01
12,2,46,2,1500,11
12,2,70,8,200,01
12,2,27,8,1000,01
12,2,60,8,788,01
12,4,42,8,2200,09
12,4,20,8,788,12
12,4,42,2,788,03
12,4,45,8,500,09
12,2,69,8,1200,01
12,2,36,8,400,05
12,4,23,2,1000,11
12,2,49,8,788,01
12,2,31,8,1500,11
12,2,30,4,788,04
12,4,46,8,350,01
12,2,43,4,1100,12
12,2,34,2,1880,09
12,4,47,8,788,01
12,2,39,8,1000,03
12,4,30,8,788,12
12,4,35,8,320,12
12,2,40,2,4100,16
12,4,61,8,788,01
12,2,32,2,4000,09
12,4,43,2,5000,16
12,4,37,8,750,01
12,4,23,8,500,09
12,2,45,8,1130,16
12,2,45,8,1500,11
12,4,21,8,788,12
12,2,31,8,1500,12
12,4,50,8,850,09
12,4,46,2,4500,16
12,4,38,4,1300,12
12,2,35,2,2400,12
12,4,48,8,400,12
12,2,49,4,1200,02
12,2,30,4,1500,09
12,2,56,2,700,04
12,2,62,4,1800,05
12,2,42,4,830,01
12,2,30,2,780,09
12,2,34,8,950,07
12,2,38,2,4000,07
12,4,47,8,788,01
12,4,46,2,200,09
12,2,55,8,3000,12
12,2,26,8,900,09
12,2,22,4,1300,01
12,2,20,8,800,09
12,4,30,8,70,01
12,2,55,4,788,08
12,2,54,8,788,03
12,2,65,8,788,01
12,4,45,8,600,01
12,2,53,8,3500,12
12,2,32,8,1500,12
12,2,24,8,1498,12
12,2,50,2,10550,14
12,2,35,8,788,02
12,2,46,8,3000,12
12,2,49,2,1000,02
12,2,62,8,2500,01
12,2,25,8,2000,01
12,2,28,8,1500,01
12,2,25,8,850,05
12,2,44,8,400,09
12,2,53,8,900,01
12,4,59,8,250,01
12,2,35,8,1000,01
12,2,62,8,500,05
12,2,58,2,500,01
12,2,65,2,950,01
12,2,42,8,788,12
12,2,49,2,3000,12
12,2,68,8,960,12
12,2,63,2,300,05
12,4,41,8,800,09
12,4,46,4,900,12
12,2,72,8,300,01
12,2,25,2,1200,12
12,4,33,8,1100,12
12,4,53,4,788,12
12,2,34,2,788,08
12,4,36,4,200,09
12,2,45,8,788,12
12,2,27,2,788,09
12,2,47,8,1500,09
12,2,20,2,851,10
12,2,52,8,1200,05
12,4,32,8,800,01
12,4,51,8,300,11
12,2,46,8,788,12
12,2,41,4,1700,14
12,4,54,8,600,01
12,2,39,8,788,04
12,4,47,8,600,09
12,4,62,4,100,01
12,4,30,4,788,15
12,2,28,2,900,12
12,2,38,4,1300,07
12,2,46,8,3500,16
12,4,47,8,1020,12
12,2,30,8,1200,13
12,2,34,2,2300,16
12,2,34,2,1200,12
12,2,26,8,788,12
12,4,42,8,1100,12
12,2,29,8,800,12
12,2,38,8,1100,01
12,2,36,8,1000,01
12,2,41,8,788,11
12,2,25,8,2000,12
12,2,46,8,800,09
12,2,37,8,788,09
12,2,26,8,788,12
12,2,45,4,900,09
12,4,49,8,100,03
12,2,31,8,900,09
12,2,32,8,3500,09
12,2,33,8,1000,09
12,2,30,8,788,12
12,4,44,4,1000,01
12,2,57,8,800,01
12,2,25,8,300,01
12,2,39,8,1200,04
12,2,26,4,700,11
12,2,44,8,1000,12
12,4,49,8,788,06
12,4,46,8,500,09
12,2,32,2,1800,15
12,2,38,2,2000,12
12,2,54,8,600,02
12,4,26,8,1000,09
12,2,40,8,250,06
12,4,42,2,2500,16
12,2,32,8,2700,12
12,2,24,2,1000,13
12,4,50,2,1000,13
12,2,39,4,788,11
12,2,30,8,788,10
12,2,33,8,1400,09
12,4,48,2,788,09
12,2,42,8,830,11
12,4,31,8,788,05
12,2,34,8,900,09
12,2,54,2,1000,09
12,4,36,8,788,12
12,2,33,8,1300,06
12,2,37,8,5000,08
12,2,23,8,2200,12
12,2,29,2,1800,16
12,4,67,8,200,06
12,4,55,8,788,05
12,2,37,2,6000,16
12,2,32,2,1576,04
12,2,32,8,788,01
12,2,33,8,1800,11
12,2,26,2,1000,12
12,2,38,8,4200,16
12,4,29,8,788,16
12,4,33,8,4000,14
12,2,53,2,600,12
12,2,29,8,4000,14
12,4,21,8,500,09
12,2,33,2,500,06
12,2,35,8,1200,09
12,2,35,8,788,01
12,2,41,8,1200,01
12,2,28,8,1200,12
12,2,24,8,788,13
12,2,41,8,788,09
12,2,26,8,1500,10
12,4,27,8,800,10
12,2,42,8,788,01
12,2,46,8,788,12
12,4,42,8,1700,15
12,2,38,8,880,09
12,4,41,0,500,05
12,2,51,8,600,03
12,2,47,8,1000,01
12,2,34,0,200,01
12,2,22,8,1200,05
12,2,46,4,1000,11
12,2,53,8,500,01
12,2,66,0,1012,04
12,2,33,0,15,01
12,2,57,0,200,04
12,2,41,0,1500,13
12,2,57,0,300,01
12,2,45,0,788,11
12,2,23,0,1200,11
12,2,39,8,950,09
12,2,38,0,1400,16
12,4,43,8,788,01
12,2,60,8,800,05
12,2,71,8,1800,04
12,2,25,0,788,12
12,2,31,0,850,11
12,2,40,8,3500,01
12,2,35,2,3000,16
12,2,64,4,700,05
